title,authors,abstract,item_type,year,url,ecosystem_Marine_similarity,ecosystem_Freshwater_similarity,ecosystem_Terrestrial_similarity,ecosystem,ecosystem_confidence,taxa_Bacteria_similarity,taxa_Archaea_similarity,taxa_Protozoa_similarity,taxa_Chromista_similarity,taxa_Plantae_similarity,taxa_Fungi_similarity,taxa_Animalia_similarity,taxa,taxa_confidence,method_Measurement_similarity,method_Inferential_similarity,method,method_confidence
The Spectrum of Life: A short film about the Biodiversity Survey of the Cape,Adam Wilson; Erin Lee Hestir; Jasper Slingsby; Anabelle Cardoso; Cherie Janine Forbes; Otto Whitehead; Jeremy Shelton,"All organisms have a unique fingerprint, with diverse communities on land and in water reflecting sunlight in distinctive ways. These fingerprints can provide clues about an ecosystem’s characteristics, such as how biodiverse it is, how it functions, which communities thrive in particular environments, how much chlorophyll and other pigments are present in a lake and how much water is held in a forest canopy. The link between spectral fingerprints and ecosystem characteristics unlocks the potential to measure biodiversity using NASA’s next-generation of remote sensing technology, including imaging spectroscopy.
The Spectrum of Life is a short documentary about how the BioSCape project is exploring the use of imaging spectroscopy and other tools to measure biodiversity in one of the most biodiverse regions on the planet - South Africa’s Greater Cape Floristic Region. The film features insights from and experiences with local and international researchers collaborating to push the boundaries of global biodiversity science - all weaved together with an audiovisual celebration of the region’s exceptional diversity.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1622877,0.44403756,0.3833995,0.41425362,Mixed,0.029783934,0.3556265,0.41277087,0.27489752,0.34799036,0.38849235,0.1801506,0.3952035,Mixed,0.017567366,0.23624696,0.126761,Measurement,0.109485954
The NASA Biodiversity Survey of the Cape (BioSCape),Anabelle Cardoso; Adam Wilson; Erin Hestir; Jasper Slingsby,"We provide an overview of the first-ever NASA Biodiversity campaign, to be flown in 2023.

Quantifying ecosystem integrity is critical for biodiversity conservation and management and can be done by examining the different dimensions of biodiversity in a system. Recent and expected advances in remote sensing capabilities offer a suite of exciting opportunities to do this. Hyperspectral visible to short wavelength infrared (VSWIR) and thermal data from imaging spectrometers and laser altimeter (LiDAR) data are now being collected via satellite, and coverage and availability is only expected to increase. These data have the potential to provide information on the composition, structure, and function of ecosystems. However, the limits of hyperspectral and laser altimeter sensors to measure, monitor, and explain the drivers of taxonomic, phylogenetic, and functional diversity is yet to be established.
BioSCape, A Biodiversity Survey Of The Cape, will test the limits of what is possible in the field of remote sensing for biodiversity applications. The campaign is set to take place in South Africa's Greater Cape Floristic Region (GCFR), a Global Biodiversity Hotspot, and will advance our ability to measure and monitor terrestrial and aquatic biodiversity using remote sensing. During the campaign, VSWIR imaging spectroscopy data from AVIRIS-NG and PRISM will be collected alongside multispectral thermal infrared data from HyTES and LiDAR data from LVIS. Accompanying these airborne data are a variety of ground-based biodiversity-related field measurements.
Here, we present BioSCape's three major research themes: 1) the distribution and abundance of biodiversity, 2) the role of biodiversity in ecosystem function, and 3) the impacts of biodiversity change on ecosystem services. Additionally, we show how BioSCape's approach of integrating airborne data with more traditional field-based measurements will help us answer some of the most important and interesting ecological and evolutionary questions in biodiversity science.",presentation,2022,https://agu.confex.com/agu/fm22/meetingapp.cgi/Paper/1155327,0.37692183,0.32995886,0.43534052,Terrestrial,0.05841869,0.27627274,0.33520567,0.21116729,0.26866555,0.34611413,0.14262077,0.30311358,Mixed,0.010908455,0.24802673,0.07952624,Measurement,0.16850048
"Sensing Biodiversity Remotely: Updates from NASA’s First Biodiversity-Focused Airborne and Field Campaign, BioSCape I Poster",Erin Lee Hestir; Adam Wilson; William Turner; Keith Gaddis; Erin Lee Hestir; Adam Wilson; William Turner; Keith Gaddis,"The Biodiversity Survey of the Cape (BioSCape) is a concerted effort to test the limits and potential of remote sensing for biodiversity applications worldwide by combining field biodiversity measurements and local knowledge with advanced remote sensing. BioSCape is an integrated field,  airborne, and satellite remote sensing campaign that took place in South Africa in late 2023. The campaign collected airborne UVSWIR, TIR, and LiDAR data as well as a diversity of field measurements across terrestrial and aquatic ecosystems. In this session, we will hear about BioSCape’s unprecedented data set and how it brings us closer to measuring biodiversity variables globally from space.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Session/226472,0.35992587,0.30985948,0.42858854,Terrestrial,0.06866267,0.24202017,0.28106865,0.20833738,0.18329497,0.32714018,0.13278493,0.30463022,Mixed,0.022509962,0.26363957,0.11802429,Measurement,0.14561528
Remote Sensing for Biodiversity: Insights from the BioSCape Campaign,Adam Wilson; Erin Lee Hestir; Jasper Slingsby; Anabelle Cardoso,"BioSCape (Biodiversity Survey of the Cape) is NASA’s first biodiversity-focused airborne and field campaign, designed to advance understanding of ecosystem structure, function, and composition, and how these are changing over time and space in South Africa’s Greater Cape Floristic Region. This international collaboration involving ~160 US and South African scientists across 19 sub-projects produced an unprecedented, open-access dataset spanning 45,000 km², integrating imaging spectroscopy (AVIRIS-NG, PRISM, HyTES), LiDAR (LVIS, ELMAP-V), and extensive ground data from ~2,600 plots. Data are publicly archived at ORNL DAAC and accessible via a cloud computing environment, fostering open science and reproducibility. In this presentation, we will summarize the results to date across the BioSCape project, highlighting key scientific outcomes from both terrestrial and aquatic landscapes. We will also discuss some of the broader implications of the project, including laying the groundwork for achieving ethical and equitable benefit-sharing via compliance with the Nagoya Protocol. A core principle of BioSCape is ""use-inspired science,"" which involves co-developing research questions with local partners to directly address pressing conservation and resource management challenges. This ensures that our scientific findings translate into actionable data products for decision-makers in South Africa and globally. For example, BioSCape's data and products are already informing conservation and resource management efforts, including kelp range maps for ecosystem classification and woody invasive alien plant maps that feed into national ecosystem condition assessments. The project's contributions have already been recognized in the 2024 State of Environment Outlook Report for the Western Cape Province.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/1910971,0.33781344,0.30299127,0.4207745,Terrestrial,0.08296105,0.23615724,0.29731524,0.20862702,0.20108968,0.2911588,0.10277731,0.32503417,Mixed,0.027718931,0.22998604,0.10152758,Measurement,0.12845847
"Remote Mapping of Dissolved Organic Carbon Biogeochemistry Using Imaging Spectroscopy of the Greater Cape Floristic Region, South Africa",Joshua P. Harringmeyer; Luka Catipovic; Kyle Turner; Philip Brodrick; Maria Tzortziou,"Coastal zones are diverse and productive regions of the land-ocean continuum, supporting rapid biogeochemical processing and material transport between terrestrial and marine ecosystems. The fate of organic carbon in these regions is poorly constrained due to spatial and temporal heterogeneity, resulting in high uncertainty in carbon fluxes along coasts. Aquatic carbon can be quantified at regional scales using ocean color remote sensing, but this approach is challenging in coastal waters containing constituents from diverse land and ocean sources with different optical properties. A new generation of hyperspectral, ocean-observing satellites in the Earth System Observatory (ESO) offer unprecedented capabilities for separating dissolved organic carbon (DOC) from other constituents in coastal waters and for characterizing the composition of dissolved organic matter. Here, we utilized airborne imaging spectroscopy from the NASA AVIRIS-NG instrument collected during the BioSCape campaign and satellite imaging spectroscopy from the NASA PACE and EMIT missions to capture DOC dynamics in the Greater Cape Floristic Region of South Africa. Using coincident measurements of in-situ spectral absorption and remote sensing reflectance collected during the BioSCape campaign, we developed algorithms that utilize high spectral resolution measurements of ocean color to retrieve DOC concentration and biogeochemical characteristics across ecologically contrasting bays and inland waters. From hyperspectral airborne imagery, we tracked organic matter from different terrestrial and marine sources in the nearshore coastal zone. Using hyperspectral satellite observations, we quantified larger-scale seasonal and disturbance-event-driven shifts in carbon concentration and biogeochemistry in South African coastal waters. Harnessing field and airborne data, particularly in under-sampled regions like southern Africa, provides opportunities to develop novel approaches to address ESO goals for global monitoring of carbon fluxes between systems, water resources, and ecosystem change.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1636483,0.34266505,0.27552167,0.3360747,Mixed,0.0065903366,0.19798076,0.25648117,0.13678484,0.1954816,0.22499599,0.08238351,0.16914418,Mixed,0.031485185,0.28303963,0.09526969,Measurement,0.18776995
"Providing the BioSCape Campaign with Coordinated NASA Earthdata Dataset Curation, Publication, and Open Access through NASA DAAC’s",Michele Thornton; Rupesh Shrestha; Anabelle Cardoso; Philip Brodrick,"The Biodiversity Survey of the Cape (BioSCape) is the first US National Aeronautics and Space Administration (NASA) sponsored Biodiversity field campaign which took place in South Africa in late 2023 and incorporated airborne imaging spectroscopy, lidar, and a unique range of field observations and biodiversity measurements across terrestrial and aquatic environments. Airborne data were collected by NASA airborne platforms from four instruments including AVIRIS-NG, PRISM, and HyTES spectrometers and the LVIS laser altimeter. With over 150 Science Team members composed of South African and US-affiliated researchers, data collections will be substantial and heterogeneous especially considering 4 coordinated airborne instruments with flight lines across 45,000km2 of the Greater Cape Floristic Region and supporting field collections. South African partners include the South African Environmental Observation Network (SAEON) and numerous other South African conservation, research, and government institutions.
Here, we describe NASA Earthdata curation and publication of BioSCape airborne derived datasets and field data as well as supportive resources and capacity building. NASA Earthdata is the home for full and open access to NASA's Earth science data collections. As such the full suite of BioSCape airborne datasets and field data collections will be available through NASA’s archive of Earth observations. Much of the airborne and field data will be fully curated and published to NASA Earthdata through the NASA sponsored Oak Ridge National Laboratory Distributed Active Archive Center (ORNL DAAC). However, where BioSCape data are curated through other domain specific NASA DAAC’s or data-appropriate repositories, the NASA DAAC’s will coordinate through controlled Project keywords and NASA’s Common Metadata Repository (CMR) to provide users with a comprehensive listing of BioSCape collections. All datasets published through the ORNL DAAC are provided on the Earthdata Cloud which is NASA’s cloud-based archive of Earth observations and is hosted by Amazon Web Services (AWS). The ORNL DAAC will provide tutorials and training that demonstrate BioSCape airborne and field data access through programmatic discovery and access through application interfaces especially for data on NASA Earthdata Cloud.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1676800,0.2599998,0.26819122,0.39997208,Terrestrial,0.13178086,0.216492,0.2916199,0.18871988,0.1757686,0.31555304,0.090790175,0.3289914,Mixed,0.013438374,0.3030733,0.11151776,Measurement,0.19155553
Phytoplankton Community Composition in Inland Waters from Airborne and Satellite Hyperspectral Data,Samantha Sharp; Ryan E. O'Shea; Liane S. Guild; Alicia Cortes; Alex Forrest; Jeremy Kravitz; Lisl Robertson-Lain; Sifiso Mpapane; Rabelani Mudzielwana; Humeshni Pillay; Glynn Pindihama; Geoffrey Schladow; Marie Smith; Juan Luis Torres-Perez,"Phytoplankton Community Composition (PCC) is an important measure of the aquatic health of inland water bodies. Globally, PCC in inland waters is shifting towards Cyanobacteria (blue-green algae) dominance, resulting in toxic Harmful Algal Blooms. As such, tools for monitoring PCC are important for management of these water resources. More readily available hyperspectral data from imaging spectrometer missions, such as precursor instruments to NASA’s Surface Biology and Geology (SBG) mission, will allow for development and testing of PCC identification algorithms. This study evaluates the performance of the PCC classification algorithm Phytoplankton Detection with Optics (PHYDOTax) with new application to inland waters in California, United States and the Greater Cape Floristic Region, a biodiversity hotspot of South Africa. PHYDOTax-derived PCC is compared between in situ spectroradiometer data measured at stations in inland water sites and airborne (PRISM data from the BioSCape field campaign) and satellite hyperspectral imagery (DESIS). Additionally, in situ PCC is determined from phytoplankton pigment measurements using both CHEMTAX and phytoclass to compare with the PHYDOTax-derived PCC. We found similar results for in situ PCC derived from pigment data using CHEMTAX and phytoclass and these results were validated when compared with microscopy data available for our California inland water dataset. Our PHYDOTax results were generally successful when applied to our in situ spectral measurements especially for Cyanobacteria (R = 0.63-0.79, p<0.0001). Preliminary results show weaker performance when PHYDOTax was run on our remotely sensed hyperspectral scenes, indicating need for improved atmospheric correction and sensor sensitivity in the visible range for these optically complex aquatic targets. These initial results show promise for PHYDOTax to identify PCC in inland waters as well as the potential for airborne and satellite hyperspectral data for monitoring freshwater PCC generally.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/1964275,0.4225841,0.38403285,0.3289716,Mixed,0.03855124,0.32429403,0.26361844,0.293992,0.38334295,0.3417391,0.12505484,0.23715246,Mixed,0.041603863,0.2324381,0.17876427,Measurement,0.053673834
Optimizing Bio-Optical Field Data Collections for Airborne Campaigns: Insights from NASA's BioSCape program in South Africa,Joaquim I. Goes; Jinghui Wu; Helga R. Gomes; Thomas G. Bornman; Grant Colborne Pitcher; Charles William Kovach; Kyle C. McDonald; Maria Tzortziou; Brishan Kalyan,"BioSCape is an integrated field and airborne campaign that used airborne hyperspectral data from AVIRIS-NG and PRISM aimed at mapping the biodiversity of the Cape Floristic Region of South Africa, one of the world's 36 biodiversity hotspots. It was conducted in the Fall of 2023, only a few months before the launch of NASA’s Plankton, Aerosol, Cloud, ocean Ecosystem (PACE), a mission equipped with an advanced suite of hyperspectral radiometric and polarimetric instruments, aimed at revolutionizing biodiversity mapping and ecosystem change analysis. The success of PACE for developing products for mapping aquatic biodiversity and evaluating ecosystem change studies, will depend on well-designed field campaigns that maximize bio-optical data collections, essential for validating remote measurements of water-leaving radiances. Data collected during our BioSCape survey, and the lessons learned in designing and coordinating field and airborne campaigns in transitional coastal waters are of relevance to PACE and its hyperspectral capabilities especially in coastal waters. This presentation will discuss field sampling strategies employed by us to overcome the challenges of sampling in ecologically distinct bays along South Africa’s long coastline. Measurements were undertaken on two coastal survey vessels, one that allowed us to make optical and biogeochemical measurements continuously and at discrete stations along a single flight line, and the other perpendicular to the flight path, that permitted optical measurements across several flight lines. This sampling strategy planned in close coordination with the aircraft team helped maximize our bio-optical and biogeochemical data collections across diverse bio-optical water types which were vital to the campaign's success.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1692011,0.42010242,0.3435926,0.3177058,Marine,0.0765098,0.23681289,0.2719609,0.1703156,0.22249594,0.29008657,0.08711919,0.24479073,Mixed,0.018125653,0.3011415,0.13330673,Measurement,0.16783477
Optimization of Imaging Spectrometer Specifications for Accurate Vegetation Species Identification: A Simulation-based Approach Using Convolutional Neural Networks,Manisha Das Chaity; Jan A. van Aardt,"Obtaining high-resolution spatial and spectral imagery for accurate identification of tree species in complex forest scenes remains a challenge, regardless of the progress made in remote sensing and sensor technologies. In this study, we address this gap by leveraging complex virtual environments to gain a deeper understanding of what the ideal imaging spectrometer specifications should be. We used species classification as a proxy for other imaging spectroscopy applications. The Digital Imaging and Remote Sensing Image Generation (DIRSIG) simulation environment was used to simulate data for a virtual forest scene, based on a real Harvard Forest location (MA, USA; 42°32'19.79"" N, 72°10'31.81"" W). This effort serves as a precursor to Mediterranean species classification, as part of NASA's BioSCape program. DIRSIG is a physics-based, first principles radiometric modeling environment for the creation of synthetic remote sensing imagery that is radiometrically, geometrically, and temporally accurate. We modeled canopy-level reflectance by integrating 3D plant models, species-level leaf reflectance, atmosphere, and sensor specifications within a synthetic forest scene. This simulation approach has facilitated comprehensive traceability of error budgets, thus ensuring high-fidelity results. We simulated image samples across a range of spatial resolutions, spectral resolutions, and sensor scale resolutions by modifying the pixel pitch and the total number of pixels in the sensor array, i.e., the focal plane dimension. We subsequently evaluated the efficacy of deep learning-based convolutional neural networks (CNNs) and traditional machine learning classifiers, such as support vector machines (SVM), for classifying forest species. Classification accuracies varied widely, ranging from 50-84%, across all resolutions, with 2-17 among 23 species classes being identified. The highest accuracy of 84% was achieved at a 3nm spectral resolution and 1m spatial resolution using CNN, while even at coarser settings of 5m spatial resolution and 20nm spectral resolution, we obtained a notable accuracy of approximately 80% with increased scale resolution. The results have been instrumental in offering invaluable insights into optimizing data collection methodologies and comprehending/understanding sensor configurations, thereby leading to an improved interpretation of spectral signatures and enhanced precision in tree species mapping within complex forest scenes. Although the primary focus of our study was species classification, this approach has potential for an extensive array of imaging spectroscopy applications, since it allows us to identify optimized sensor specifications to map and monitor ecosystems. Moreover, it can be readily adapted to explore highly diverse ecological scenarios, e.g., the BioSCape Project, focused on the fynbos biome in South Africa. This will enable us to study changing species composition over time and space, better detect invasive species, and monitor the impacts of natural disturbances, such as fire, on ecosystem diversity.",presentation,2023,https://agu.confex.com/agu/fm23/meetingapp.cgi/Paper/1315363,0.20604481,0.24508262,0.4679932,Terrestrial,0.22291058,0.16561224,0.13869314,0.09595654,0.18696254,0.4129556,0.14118876,0.18793198,Plantae,0.22502363,0.27949256,0.12526347,Measurement,0.15422909
Optimal Temporal Windows for Mapping Fynbos Seep Wetlands Using Unmanned Aerial Vehicle Data,Kevin Musungu; Moreblessings Shoko; Julian Smit,"Despite growing international interest in seasonal effects on wetland vegetation mapping, there is a notable lack of research focused on South Africa’s unique fynbos wetlands, leaving a critical gap in understanding the spatiotemporal dynamics of fynbos ecosystems. This study aimed to assess the ability of Parrot Sequoia and MicaSense RedEdge-M UAV data collected during six seasonal periods between 2018 and 2020 to discriminate between fynbos wetland vegetation species. It also identifies the most suitable time of year for accurate species-level classification. The highest classification accuracy (OA = 98.0%) was achieved in late winter and early summer (OA = 90.1%), while the lowest (OA = 57.2%) occurred in mid-autumn. Most species attained high user and producer accuracies, though Erica serrata and Tetraria thermalis were more inconsistently classified. A Kruskal–Wallis test revealed a significant effect of seasonality on user and producer accuracy as well as kappa (p < 0.05). A Wilcoxon rank-sum test indicated that the accuracy metrics were not significantly different (p > 0.05) when different sensors were used within the same season. The results suggest that conservation agencies and researchers should collect remote sensing data at the end of winter to take advantage of phenological differences between plant species.",journalArticle,2025,https://www.mdpi.com/2673-7086/5/4/60,0.2766997,0.35770544,0.45263493,Terrestrial,0.09492949,0.17612213,0.20381434,0.15673117,0.20636562,0.31361642,0.1123807,0.29855087,Mixed,0.015065551,0.17475072,0.17217259,Mixed,0.0025781244
"NASA LVIS Facility: Airborne Waveform Lidar Measurements of Surface Topography, Height and 3D Structure with Multi-sensor Emulation Capability",David Rabine; Michelle A. Hofton; James Bryan Blair,"NASA's Land Vegetation and Ice Sensor (LVIS) is an airborne, wide-swath lidar facility for mapping surface elevation, 3d heights and structure. Along with collocated camera images of overflown terrain, laser data are collected from medium-high altitude using footprint sizes of 5m to 25m (customized based on science requirements) and the system digitally-records the shapes of both the outgoing and reflecting waveforms for each laser shot. Combined with aircraft position and attitude knowledge, the sensor produces topographic maps with decimeter accuracy and vertical height and 3D structure measurements of overflown terrain, including sub-canopy topography, vegetation structure or ice heights. In addition to providing science-quality datasets over large areas, the Facility can be used as a technology proving ground for future space-based sensors and as a test bed for new science algorithms. Data from recent campaigns demonstrating the ability of 1064nm waveform lidar to measure surface structure will be shown, along with details of the system parameters, data collection examples, and geolocation precision and accuracy examples. The flexibility of the scanning system and beam pattern on the ground provides the ability to emulate a wide range of sensor characteristics. LVIS is the airborne emulator for the GEDI mission, providing pre-mission and on-orbit cal/val data sets, and has also collected cal/val data for ICESat and ICESat-2. Recent campaigns include data collections in Gabon (GEDI cal/val) and South Africa (BioSCape) (2023), and the US (ICESat-2 and SARP) and the Arctic (ARCSIX) (2024).",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1741303,0.1377871,0.12433648,0.21433264,Terrestrial,0.07654554,0.076744504,0.08253218,0.070566475,0.03138636,0.13978098,0.007493875,0.02943229,Plantae,0.0572488,0.323195,0.10360738,Measurement,0.21958762
Monitoring Regional Biodiversity Using Scale-Normalized Metrics of Functional Richness,Matthew W. Rossi; Meghan Hayden; Kyle R. Kovach; Cibele H. Amaral; Jacob Nesslage; Madeline Slimp; Rachel Meyer; Laura E. Dee; E. Natasha Stavros,"Increasing access to high resolution imagery has revolutionized our ability to measure and monitor biodiversity change from above. However, important questions remain as to where, when, and at what scale functional diversity metrics derived from remote sensing data are most strongly related to in situ species diversity. To help address this challenge, we developed a new, semi-automated workflow to calculate functional metrics on large imagery datasets, and in ways that can be scaled using cloud-based computing. Specifically, we show the utility of this large-compute workflow by calculating functional richness and functional divergence at 17 sites in the National Ecological Observatory Network (NEON), at spatial scales spanning six orders of magnitude, and at sites that represent a range of land cover, climate, and geomorphological characteristics. At all sites, we show that functional divergence does not exhibit strong scale dependence. In contrast, functional richness is strongly scale dependent as observed in prior studies. The rank order of functional diversity differs among sites depending on the size of the neighborhood over which it is measured, though generally increases sub-linearly with the area. Power law regressions between area and functional richness performed better than alternatives. To help compare empirical functions within and across sites, we normalize our regressions using a representative area exponent of 0.48 (median value). This allows us to compare functional richness using a single parameter, the scaling coefficient of the normalized regression. At NEON sites, this normalized scaling coefficient is better correlated to alpha diversity in herbaceous and scrubland ecosystems than at forested sites. Regardless of ecosystem type, the normalized metric is most strongly correlated with mean annual precipitation, mean canopy height, and mean elevation. To test the utility of our new workflow, we extend this analysis to sites in the Cape Floristic Region, South Africa where NASA recently acquired comparable imagery over the Berg and Eerste watersheds as part of the BioSCape project. Specifically, we relate our new scale-normalized metric of functional richness to in situ species richness at over 30 sites where we conducted vegetation surveys and collected environmental DNA.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1684772,0.2637526,0.26315862,0.3660647,Terrestrial,0.10231209,0.17059506,0.2565238,0.12379585,0.15232703,0.24251041,0.17219119,0.23203322,Mixed,0.01401338,0.1696006,0.18952787,Mixed,0.019927263
Monitoring Dimensions of Biodiversity in a Mega-Diverse Region of Southern Africa: from Traits to Communities to Ecosystems,Adam M. Wilson; Jasper Slingsby; John Silander; Corey Merow; Henry Frye,"The Greater Cape Floristic Region (GCFR) of South Africa includes marine and terrestrial biomes with species diversity rivaling mega-diverse tropical rainforests in a compact area (300x700km). Extinction risk studies suggest that GCFR species are among the most vulnerable to climate change over the next 50 years. I present a scoping proposal commissioned by NASA to develop a field campaign to measure and monitor the distribution and abundance of biodiversity with new remotely-sensed data and the rich historical data in this region. I will summarize the central questions to be addressed by this field campaign and lay out the proposed study design to integrate satellite, airborne, and in situ data collection. Our plan centers around the collection of new hyperspectral imagery from AVIRIS-NG, PRISM, and HyTES spectrometers combined with the LVIS laser altimeter. These data will be collected at approximately 20 m spatial resolution across much of the GCFR and nearby aquatic and marine ecosystems. These data will then be combined with existing and new observations of the spatial distribution of community composition and functional traits to enable high resolution mapping and modeling of several essential biodiversity variables (EBVs) including species distributions, functional traits (including leaf properties), and three-dimensional canopy structure. Given the wealth of available independent in situ data available that can be brought to bear, the GCFR is an ideal system to fully evaluate the capabilities of remote-sensing technology to characterize biodiversity patterns across diverse landscapes in a relatively compact geographic area. In combination with the rich historical data and well-developed ecological understanding in this region, these new observations will enable detailed exploration into the drivers and mechanisms of change including the feedbacks from changing biodiversity to regional climate, disturbance, post-fire recovery, freshwater provisioning, and other ecosystem services.",presentation,2018,https://agu.confex.com/agu/fm18/meetingapp.cgi/Paper/395772,0.33916432,0.30339897,0.43781608,Terrestrial,0.09865177,0.25077718,0.30885354,0.17454788,0.20033681,0.29438537,0.10485721,0.26664633,Mixed,0.014468163,0.23956606,0.12785289,Measurement,0.11171317
Leveraging NASA Cloud Resources to Increase Stakeholder Involvement and Inclusion in Earth Science Research,Ayia Lindquist; Bryce Currey; Benjamin Poulter; Alexey N. Shiklomanov; Mark Carroll; Yoseline Angel; Evan Lang; Danl Pierce,"To advance the transformation to open science (TOPS) mission, NASA's cloud-based resources such as the Science Managed Cloud Environment (SMCE) have become increasingly valuable tools. The SMCE has been utilized for multiple NASA programs, projects, and campaigns to increase accessibility, inclusion, reproducible research, and collaboration of diverse stakeholders in cutting-edge earth science research. The cloud-based environment provides capacity to overcome common barriers to research such as limited personal data storage or inefficient workflows between partners. Recent programs and campaigns that have utilized the SMCE include Surface Biology and Geology High-Frequency Time Series (SHIFT) and the Student Airborne Research Program - East (SARP-E) program, and future campaigns such as Biodiversity Survey of the Cape (BioSCape), a joint campaign between NASA and the South Africa National Space Agency (SANSA), are slated to use the SMCE given its collaborative potential. Initial results from these campaigns provide promising results. While SHIFT and SARP-E engage with different stakeholders, both have benefited from the SMCE due to its highly customizable interface and multiple data storage capabilities. The seamless S3 and Distributed Active Archive Center (DAAC) integration has allowed for both SHIFT and SARP-E stakeholders to effectively utilize NASA data sets already available on the cloud without local download. The cloud environment supports SARP-E students' ability to work together simultaneously, while SHIFT leverages the cloud to store large amounts of hyperspectral data. With options for various server sizes, multiple languages kernels, and a parallel cluster available, the cloud space allows stakeholders to complete their research at varying computational levels and scales. In addition to facilitating research using large and complex datasets, these environments have also been a preview of NASA's future in the commercial cloud, giving scientists hands-on experience with cloud-based workflows and exposing NASA software engineers to scientific workflows around which to build new tooling. NASAs SMCE cloud environment has created an inclusive environment for working in cross-institutional teams and processing large amounts of data in support of NASA's TOPS mission.",presentation,2023,https://agu.confex.com/agu/fm23/meetingapp.cgi/Paper/1245282,0.2502647,0.1865444,0.25150794,Mixed,0.0012432337,0.16269268,0.24901693,0.12207008,0.113529384,0.17680705,0.035378247,0.19539145,Archaea,0.05362548,0.20084588,0.09879461,Measurement,0.10205127
Intrinsic Dimensionality as a metric for biodiversity: first BioSCape results,Kerry Cawse-Nicholson; Nicoletta Stork; Luciana Alves; David R. Thompson; Philip Brodrick; Daniel Sousa; Moses Azong Cho; Abel Ramoelo; Philemon Tsele; Nobuhle Majozi; Cecilia Masemola; Simon Ferrier,"Current biodiversity metrics are typically applied to small local areas, require significant training data, and are not easily extensible globally. Our work will apply the mathematical concept of intrinsic dimensionality – quantifying the degrees of freedom in a process – as a method to characterize plant optical properties and quantify terrestrial biodiversity, without a training requirement. This represents the first approach that could realistically scale to map biodiversity at global scales, with metrics that are comparable across different regions and biomes. We will apply this to map alpha diversity at individual locations, as well as beta diversity across locales through Generalized Dissimilarity Models (GDMs), and gamma diversity over large regions.
We have applied this method to data acquired by the BioSCape campaign, a NASA airborne and field campaign designed to study biodiversity in the Cape Floristic Region in South Africa—one of the most biodiverse regions in the world. BioSCape included airborne acquisitions from AVIRIS-NG in late 2023. Here we present preliminary results of ID computed over the BioSCape flightlines and validated against field observations of species richness. These results show encouraging evidence that ID is a metric that captures biodiversity across different landscapes, without a training requirement.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1635541,0.29504195,0.24279095,0.40597448,Terrestrial,0.11093253,0.21000753,0.2875459,0.16279732,0.18535408,0.3246197,0.1698499,0.26972827,Mixed,0.03707382,0.17337994,0.15767102,Mixed,0.015708923
Integrating Imaging Spectroscopy and Avian Functional Diversity for Biodiversity Monitoring,Festus Adegbola; Adam Wilson; Stuart M. Evans; Christopher Larsen; Heather Williams,"Biodiversity conservation in fire-prone landscapes demands innovative tools to monitor habitat quality and species distributions. This research investigates how plant functional traits derived from imaging spectroscopy influence avian diversity in the Greater Cape Floristic Region (GCFR), a globally recognized biodiversity hotspot in South Africa. Leveraging new datasets from NASA’s BioSCape mission (5 m resolution) and EMIT imaging spectrometer (60 m resolution), we explore how spectrally derived morphological and physiological traits shape bird community composition and functional guild richness across diverse habitats. We combine field-based point counts with citizen science data (eBird and SABAP2) to assess bird distributions and detect spatial patterns in functional diversity. By integrating fine- and regional-scale habitat data with fire history and avian occurrence records, this study provides a framework for mapping biodiversity and identifying conservation priorities in ecologically sensitive regions. Our work highlights the potential of remote sensing to support scalable, trait-based biodiversity monitoring and inform proactive conservation strategies in the face of environmental change.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/1998457,0.2711612,0.29877636,0.40326574,Terrestrial,0.104489386,0.17618304,0.24090642,0.063557535,0.11847485,0.3273865,0.11414607,0.3302663,Mixed,0.0028797984,0.24847506,0.16780207,Measurement,0.080672994
